Taxonomy / Feature	LDA score (log10)	Class	Mean (relative) abundance in that class	p-value
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Candidatus_Ovatusbacter	1.9779845625452321			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia_Shigella	1.9401951287322057			-
d__Bacteria.p__Bacillota.c__Symbiobacteriia.o__Symbiobacteriales.f__Symbiobacteraceae.g__Symbiobacterium	1.5977719560981938			-
d__Bacteria.p__Chloroflexota.c__Dehalococcoidia.__.__.__	1.1998333180607552			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Hirschia	1.5977719560981938			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__Incertae_Sedis	2.154075363543361			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Opitutales.f__Opitutaceae.__	2.7049829900402953	Chemical	2.3636229926199626	0.029049022161940587
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Kiloniellales.f__Fodinicurvataceae.g__Incertae_Sedis	1.7439015516143446			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Incertae_Sedis	1.3759241131597173			-
d__Bacteria.p__Thermodesulfobacteriota.c__Desulfuromonadia.o__Geobacterales.f__Geobacteraceae.g__Incertae_Sedis	2.124112403091948			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Pir4_lineage	1.9401951287322057			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Beijerinckiaceae.g__Psychroglaciecola	2.909102994826916			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.__	2.483134373383173			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Galbitalea	1.8530453683571035			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Legionella	2.1998330400602777			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Coxiellales.f__Coxiellaceae.g__Coxiella	2.0449305682544945			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Lysinibacillus	3.2567379031219352			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Kallotenuales.f__AKIW781.g__Incertae_Sedis	2.6652157712546827			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Incertae_Sedis.g__Incertae_Sedis	1.756135356154909			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Catenulisporales.f__Actinospicaceae.g__Incertae_Sedis	2.4646510773961485			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Spongiibacteraceae.g__BD1_7_clade	1.2790140998910842			-
d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Zambryskibacteria.f__Incertae_Sedis.g__Incertae_Sedis	1.3759241202387174			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Isosphaerales.f__Isosphaeraceae.g__Aquisphaera	3.1706445640672505			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae.g__GOUTA6	1.5008619363585727			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Rhodanobacteraceae.g__Dyella	2.8530455213716226			-
d__Bacteria.p__Bdellovibrionota.c__Bacteriovoracia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter	1.5800440955550652			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae.__	2.0571653529770026			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__Incertae_Sedis	1.1998333145212554			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Incertae_Sedis.f__Incertae_Sedis.g__Lutispora	2.5653209213072388			-
d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__SS1_B_02_17.f__Incertae_Sedis.g__Incertae_Sedis	1.5977738697043988			-
d__Bacteria.p__Gemmatimonadota.c__Longimicrobiia.o__Longimicrobiales.f__Longimicrobiaceae.__	1.4039539821671367			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Microbacterium	3.1115231510804464			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Catenulisporales.f__Catenulisporaceae.g__Catenulispora	2.7157069228046424			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__Incertae_Sedis	1.5800440955550652			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Chloroflexales.f__Herpetosiphonaceae.g__Herpetosiphon	2.464650778653534			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Frankiaceae.g__Jatrophihabitans	3.562503924056636			-
d__Bacteria.p__Chloroflexota.c__P2_11E.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.4039539822105662			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.__	1.8018922748118977			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.__	1.9779841044876794			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Panacibacter	2.182104090965396			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium	2.5709009117805963			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Kitasatosporales.f__Streptomycetaceae.g__Wenjunlia	2.511586945			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.__.__	2.4551053619839314			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Micropepsales.f__Micropepsaceae.g__Micropepsis	2.2605310918880424			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Pedosphaerales.f__Pedosphaeraceae.g__Ellin516	3.066120383340403			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Incertae_Sedis.g__Incertae_Sedis	2.163620487232984			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Incertae_Sedis	1.9480205591736985			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__S_70.f__Incertae_Sedis.g__Incertae_Sedis	1.5008639919614137			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Aneurinibacillales.f__Aneurinibacillaceae.g__Aneurinibacillus	2.9991736227477905			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Caldilineales.f__Caldilineaceae.__	1.5977719560981938			-
d__Bacteria.p__Gemmatimonadota.c__Longimicrobiia.o__Longimicrobiales.f__Longimicrobiaceae.g__Longimicrobium	2.0806466898960494			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.0571651269193447			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Leptolinea	1.7439015511366205			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	3.176641308279255			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Rugosimonospora	3.216866389			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Roseomonas	2.542255746846183			-
d__Bacteria.p__Chloroflexota.c__Ktedonobacteria.o__Ktedonobacterales.f__Incertae_Sedis.g__Incertae_Sedis	1.1029233058778585			-
d__Bacteria.p__Deinococcota.c__Deinococci.o__Deinococcales.f__Trueperaceae.g__Truepera	1.279014103			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Alkalicoccobacillus	2.5800443842659027			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Methyloligellaceae.__	1.8988033157954978			-
d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Liptonbacteria.f__Incertae_Sedis.g__Incertae_Sedis	1.5977719494969174			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.__.__	4.389042501519786			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Heyndrickxia	2.012746562191334			-
d__Bacteria.p__Acidobacteriota.__.__.__.__	1.5977719560981938			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Peptostreptococcaceae.g__Paraclostridium	2.2790141020683445			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidetes_VC2_1_Bac22.f__Incertae_Sedis.g__Incertae_Sedis	0.8988033223967743			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Mesobacillus	3.0963592592291156			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Thermomicrobiales.f__Thermomicrobiaceae.g__Sphaerobacter	2.773864124167101			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Thermomicrobiales.f__Thermomicrobiaceae.g__Nitrolancea	3.077779927496193	Chemical	2.7262449277460243	0.007290358
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Amaricoccus	1.5008639924391378			-
d__Bacteria.p__Latescibacterota.c__Latescibacteria.o__Latescibacterales.f__Latescibacteraceae.g__Incertae_Sedis	1.756135358128532			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Caproiciproducens	1.5977719490191935			-
d__Bacteria.p__Thermodesulfobacteriota.c__Syntrophobacteria.o__Syntrophobacterales.f__Syntrophobacteraceae.__	1.8018922743341736			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Steroidobacterales.f__Steroidobacteraceae.__	3.216866390127553	Organic	2.6979631237242443	0.027486336
d__Bacteria.p__Bacillota.c__Limnochordia.o__Limnochordales.f__Limnochordaceae.g__Incertae_Sedis	1.7439015511366205			-
d__Bacteria.p__Deinococcota.c__Deinococci.o__Deinococcales.f__Deinococcaceae.g__Incertae_Sedis	1.500863033648329			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae.g__Ellin6067	3.4082743372750275	Organic	2.993613233721102	0.014305878435429647
d__Bacteria.p__Bacillota.c__Desulfitobacteriia.o__Desulfitobacteriales.f__Desulfitobacteriaceae.g__Desulfosporosinus	2.9401956275644023	Chemical	2.6110857887823804	0.010515246
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae.g__OLB12	2.129252317321478			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.__	2.2967430548298333			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Puia	2.911640267033971			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae.g__Hassallia	2.662230932			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Rhodocyclaceae.g__Azospira	2.0060131168937625			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rickettsiales.f__Midichloriaceae.g__Candidatus_Jidaibacter	1.6769541126020606			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Lysobacteraceae.g__Luteimonas	1.5800440955550652			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Lysobacteraceae.g__Thermomonas	1.8530453683571035			-
d__Bacteria.p__Bacillota.c__Negativicutes.o__Veillonellales_Selenomonadales.f__Sporomusaceae.g__Anaerospora	1.9158365489227005			-
d__Bacteria.p__Bacillota.c__Desulfitobacteriia.o__Desulfitobacteriales.f__Heliobacteriaceae.g__Incertae_Sedis	3.2185334599405375			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Gallionellaceae.g__Incertae_Sedis	2.2967430498632373			-
d__Bacteria.p__Methylomirabilota.c__Methylomirabilia.o__Methylomirabilales.f__Methylomirabilaceae.g__MIZ17	1.9480205580259229			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.__	2.1998328771668163			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Parvibaculales.f__Parvibaculaceae.g__Incertae_Sedis	1.7561353552187589			-
d__Archaea.p__Thermoproteota.c__Nitrososphaeria.o__Nitrosotaleales.f__Nitrosotaleaceae.g__Candidatus_Nitrosotalea	3.5452067611117055			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae.g__IS_44	1.8530453678793795			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__AKYG587	1.9480205569867195			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Phenylobacterium	3.1501978549749214	Organic	2.640864320973461	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Incertae_Sedis	2.1241119487225895			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Thermocatellispora	1.6769541159026986			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Jiangella	1.5008639990404138			-
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae.g__Cystobacter	2.0449305682544945			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Shouchella	2.102923128414364			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Pla1_lineage.f__Incertae_Sedis.g__Incertae_Sedis	1.7561353594169302			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Planotetraspora	2.032342304052845			-
d__Bacteria.p__Planctomycetota.__.__.__.__	2.2932546882138967			-
d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia.o__FCPU453.f__Incertae_Sedis.g__Incertae_Sedis	1.8018922787585452			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Polyangiaceae.g__Incertae_Sedis	2.6883836924393365			-
d__Bacteria.p__Bdellovibrionota.c__Bacteriovoracia.o__Bacteriovoracales.f__Bacteriovoracaceae.__	1.1029233058778585			-
d__Bacteria.p__WS2.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.7049822610655405			-
d__Bacteria.p__Gemmatimonadota.c__Gemmatimonadia.o__Gemmatimonadales.f__Gemmatimonadaceae.g__Roseisolibacter	2.249051041669657			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales.f__Caloramatoraceae.g__Fonticella	2.790897638547653	Chemical	2.4085725871722015	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Tistrellales.f__Geminicoccaceae.g__Candidatus_Alysiosphaera	3.2804594507918496	Organic	2.7969430202162457	0.049090116
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella	1.8988033157954978			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG_005	2.199833311459479			-
d__Bacteria.p__Nitrospirota.c__4_29_1.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.154075363543361			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Steroidobacterales.f__Steroidobacteraceae.g__Incertae_Sedis	2.0127465623383256			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Micromonospora	2.888252866275783			-
d__Bacteria.p__Bacillota.c__Incertae_Sedis.o__DTU014.f__Incertae_Sedis.g__Incertae_Sedis	2.517896278324357			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Rickettsiellales.f__Rickettsiellaceae.g__Aquicella	2.4670047060392077			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae.g__Microcoleus_SAG_1449_1a	2.483134374696916			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Rhodanobacteraceae.g__Incertae_Sedis	1.8432851155938608			-
d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.f__Vermiphilaceae.g__Incertae_Sedis	1.9401956287279163			-
d__Archaea.p__Thermoproteota.c__Bathyarchaeia.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.898803315317774			-
d__Bacteria.p__Elusimicrobiota.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.801893302657153			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__Incertae_Sedis	1.704982951046078			-
d__Bacteria.p__Bacillota.c__Negativicutes.o__Veillonellales_Selenomonadales.f__Sporomusaceae.g__Sporomusa	2.6063730357046238			-
d__Archaea.p__Micrarchaeota.c__Micrarchaeia.o__Micrarchaeales.f__Incertae_Sedis.g__CG1_02_55_41	1.1998333109817552			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Arthrobacter	2.5342868612345857			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Ellin6055	3.1521409676783145			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiales_Incertae_Sedis.g__Phreatobacter	2.0571653533003103			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Nakamurellaceae.g__Nakamurella	1.9779841102029918			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Bogoriellaceae.g__Georgenia	2.5942846902143737			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__UTCFX1	2.080646690090339			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cytophagaceae.g__Siphonobacter	1.5977719494969174			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiales_Incertae_Sedis.g__Bauldia	2.614806345523017			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Geodermatophilaceae.__	3.5120103729510155			-
d__Archaea.p__Thermoproteota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae.__	3.5524014066675287			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Elsterales.__.__	2.601233614142276			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Pedosphaerales.f__Pedosphaeraceae.g__Pedosphaera	2.5008631445106606			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae.g__Shimazuella	2.718347001820153			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae.g__Thermoactinomyces	2.5322714228508336			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Dactylosporangium	3.1540754878932855			-
d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.__.__.__	2.1241121405133536			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Isosphaerales.f__Isosphaeraceae.g__Tundrisphaera	2.1443157377082667			-
d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__Fibrobacteraceae.g__possible_genus_05	2.4453457328471444			-
d__Archaea.p__Thermoproteota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae.g__Candidatus_Nitrosocosmicus	3.7590211987029862	Organic	3.3247199958445326	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Amb_16S_1323.g__Incertae_Sedis	1.7439015582156208			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Clostridiisalibacteraceae.g__Clostridiisalibacter	1.3759241136374412			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__A21b.g__Incertae_Sedis	2.473990900299962	Organic	2.1576064995285145	0.024946643222908616
d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.__.__	1.801893991164895			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Paenibacillales.f__Paenibacillaceae.g__Thermobacillus	2.0449315519935207			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Domibacillus	2.915836233687738			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Nostoc_PCC_7524	1.9401951282544816			-
d__Bacteria.p__Deinococcota.c__Deinococci.o__Deinococcales.f__Deinococcaceae.g__Deinococcus	1.7439003766489896			-
d__Bacteria.p__Rs_K70_termite_group.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.5800440990728508			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__Calenema	1.7561353580851027			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Hydrogenophaga	1.5008619357505604			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiales_Incertae_Sedis.g__Incertae_Sedis	1.6769541088236983			-
d__Bacteria.p__Chlamydiota.c__Chlamydiia.o__Chlamydiales.f__cvE6.g__Incertae_Sedis	2.2967425018770964			-
d__Bacteria.p__WS4.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.3816766834754195			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Amoebophilaceae.g__Candidatus_Amoebophilus	1.1029233058778585			-
d__Bacteria.p__Bacillota.__.__.__.__	2.455105360256885			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__NS11_12_marine_group.g__Incertae_Sedis	1.5008630358892898			-
d__Bacteria.p__Chlamydiota.c__Chlamydiia.o__Chlamydiales.f__Simkaniaceae.__	1.8018922743341736			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhodomicrobiaceae.g__Rhodomicrobium	2.2967425032928945			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Scytonema_VB_61278	1.7561353546107468			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Reyranellales.f__Reyranellaceae.g__Incertae_Sedis	2.006013460311887			-
d__Bacteria.p__Gemmatimonadota.c__Gemmatimonadia.o__Gemmatimonadales.f__Gemmatimonadaceae.g__Gemmatirosa	2.124112141741786			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Sporichthyaceae.g__Sporichthya	2.233256104880803			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter	1.8018929617795176			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_11.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.534286785342439			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Devosiaceae.g__Devosia	1.8530453749583797			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Tistrellales.f__Geminicoccaceae.__	2.7463755733228923			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Catenulisporales.f__Actinospicaceae.__	3.425142259776537			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Family_XI.__	1.5977719494969174			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Asanoa	2.3333719047542627			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Intrasporangium	2.9750793634033084	Organic	2.6041699489737087	0.031823127
d__Bacteria.p__Bacillota.c__Bacilli.o__Paenibacillales.f__Paenibacillaceae.g__Xylanibacillus	1.8018934749416213			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Lysobacteraceae.g__Lysobacter	2.627967923	Organic	2.3704644481589208	0.031823127
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Holosporales.f__Holosporaceae.g__Incertae_Sedis	2.0748932038980974			0.02810804
d__Bacteria.p__Bacillota.c__Clostridia.o__Thermincolales.f__Thermincolaceae.g__Thermincola	2.8549713719317897			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Nannocystales.f__Nannocystaceae.g__Nannocystis	2.7680347021292673			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.7439015511366205			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Azotobacter	2.6012336193917234			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.__	1.2790145618355724			-
d__Bacteria.p__Bacillota.c__Desulfitobacteriia.o__Desulfitobacteriales.f__Desulfitobacteriaceae.g__Paradesulfitobacterium	2.260530497			0.029049022161940587
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Rhodopila	2.691194919077242			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Anaerobacterium	2.895314682064969			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Sandaracinaceae.g__Sandaracinus	1.7439003783303346			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.__	1.6769541093014224			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Sandaracinaceae.__	1.5008619363585727			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.__.__	1.2790141080558206			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Defluviicoccales.f__Incertae_Sedis.g__Incertae_Sedis	1.8988033223967742			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Acidobacteriaceae__Subgroup_1_.g__Terriglobus	1.2790141004990965			-
